AQCC,Name,X,Y,date,pm25,pm10,o3,no2,so2,co
16,"Tehran Mahalati, Iran",541878.0001,3947227,8/1/2023,,67,,29,16,37
16,"Tehran Mahalati, Iran",541878.0001,3947227,8/2/2023,,60,,23,9,18
16,"Tehran Mahalati, Iran",541878.0001,3947227,8/3/2023,,62,,20,8,17
16,"Tehran Mahalati, Iran",541878.0001,3947227,8/4/2023,,60,,25,16,27
16,"Tehran Mahalati, Iran",541878.0001,3947227,8/5/2023,,56,,26,9,17
16,"Tehran Mahalati, Iran",541878.0001,3947227,8/6/2023,,61,,25,12,13
16,"Tehran Mahalati, Iran",541878.0001,3947227,8/7/2023,,67,,23,12,13
16,"Tehran Mahalati, Iran",541878.0001,3947227,8/8/2023,,60,,28,12,14
16,"Tehran Mahalati, Iran",541878.0001,3947227,8/9/2023,,53,,39,11,23
16,"Tehran Mahalati, Iran",541878.0001,3947227,8/10/2023,,54,,46,11,34
16,"Tehran Mahalati, Iran",541878.0001,3947227,8/11/2023,,59,,37,15,27
16,"Tehran Mahalati, Iran",541878.0001,3947227,8/12/2023,,58,,47,13,22
16,"Tehran Mahalati, Iran",541878.0001,3947227,8/13/2023,,63,69,51,23,20
16,"Tehran Mahalati, Iran",541878.0001,3947227,8/14/2023,,67,93,89,14,19
16,"Tehran Mahalati, Iran",541878.0001,3947227,8/15/2023,,66,,94,15,26
16,"Tehran Mahalati, Iran",541878.0001,3947227,8/16/2023,,67,,,,
16,"Tehran Mahalati, Iran",541878.0001,3947227,8/31/2023,,107,,45,10,14
16,"Tehran Mahalati, Iran",541878.0001,3947227,9/1/2023,,64,,55,12,23
16,"Tehran Mahalati, Iran",541878.0001,3947227,9/2/2023,,64,,62,10,22
16,"Tehran Mahalati, Iran",541878.0001,3947227,9/3/2023,,63,,,,
16,"Tehran Mahalati, Iran",541878.0001,3947227,9/18/2023,,66,,54,19,42
16,"Tehran Mahalati, Iran",541878.0001,3947227,9/19/2023,,77,,54,11,30
16,"Tehran Mahalati, Iran",541878.0001,3947227,9/20/2023,,78,,46,11,23
16,"Tehran Mahalati, Iran",541878.0001,3947227,9/21/2023,,68,52,50,10,34
16,"Tehran Mahalati, Iran",541878.0001,3947227,9/22/2023,,65,52,52,13,32
16,"Tehran Mahalati, Iran",541878.0001,3947227,9/23/2023,,58,,47,16,21
16,"Tehran Mahalati, Iran",541878.0001,3947227,9/24/2023,,60,,,,
16,"Tehran Mahalati, Iran",541878.0001,3947227,9/30/2023,,54,,52,11,28
16,"Tehran Mahalati, Iran",541878.0001,3947227,4/1/2023,,44,,15,5,6
16,"Tehran Mahalati, Iran",541878.0001,3947227,4/2/2023,,31,,25,9,12
16,"Tehran Mahalati, Iran",541878.0001,3947227,4/3/2023,,47,,27,12,21
16,"Tehran Mahalati, Iran",541878.0001,3947227,4/4/2023,,38,,25,10,20
16,"Tehran Mahalati, Iran",541878.0001,3947227,4/5/2023,,39,,32,19,29
16,"Tehran Mahalati, Iran",541878.0001,3947227,4/6/2023,,46,50,26,15,19
16,"Tehran Mahalati, Iran",541878.0001,3947227,4/7/2023,,55,50,27,13,19
16,"Tehran Mahalati, Iran",541878.0001,3947227,4/8/2023,,51,,24,11,16
16,"Tehran Mahalati, Iran",541878.0001,3947227,4/9/2023,,71,,25,15,29
16,"Tehran Mahalati, Iran",541878.0001,3947227,4/10/2023,,71,,26,12,21
16,"Tehran Mahalati, Iran",541878.0001,3947227,4/11/2023,,74,52,27,13,28
16,"Tehran Mahalati, Iran",541878.0001,3947227,4/12/2023,,65,52,22,10,15
16,"Tehran Mahalati, Iran",541878.0001,3947227,4/13/2023,,43,,22,16,32
16,"Tehran Mahalati, Iran",541878.0001,3947227,4/14/2023,,43,,20,7,9
16,"Tehran Mahalati, Iran",541878.0001,3947227,4/15/2023,,24,,31,9,20
16,"Tehran Mahalati, Iran",541878.0001,3947227,4/16/2023,,39,50,32,15,22
16,"Tehran Mahalati, Iran",541878.0001,3947227,4/17/2023,,47,50,33,15,23
16,"Tehran Mahalati, Iran",541878.0001,3947227,4/18/2023,,56,,29,13,21
16,"Tehran Mahalati, Iran",541878.0001,3947227,4/19/2023,,58,52,37,12,24
16,"Tehran Mahalati, Iran",541878.0001,3947227,4/20/2023,,58,63,34,13,22
16,"Tehran Mahalati, Iran",541878.0001,3947227,4/21/2023,,53,63,26,9,14
16,"Tehran Mahalati, Iran",541878.0001,3947227,4/22/2023,,55,,20,7,14
16,"Tehran Mahalati, Iran",541878.0001,3947227,4/23/2023,,57,,24,12,27
16,"Tehran Mahalati, Iran",541878.0001,3947227,4/24/2023,,55,,29,10,19
16,"Tehran Mahalati, Iran",541878.0001,3947227,4/25/2023,,55,54,22,8,11
16,"Tehran Mahalati, Iran",541878.0001,3947227,4/26/2023,,44,54,26,9,12
16,"Tehran Mahalati, Iran",541878.0001,3947227,4/27/2023,,51,63,29,11,18
16,"Tehran Mahalati, Iran",541878.0001,3947227,4/28/2023,,52,63,23,12,10
16,"Tehran Mahalati, Iran",541878.0001,3947227,4/29/2023,,42,54,32,9,15
16,"Tehran Mahalati, Iran",541878.0001,3947227,4/30/2023,,42,54,26,8,11
16,"Tehran Mahalati, Iran",541878.0001,3947227,5/1/2023,,46,,22,8,18
16,"Tehran Mahalati, Iran",541878.0001,3947227,5/2/2023,,49,,29,11,21
16,"Tehran Mahalati, Iran",541878.0001,3947227,5/3/2023,,49,,30,9,15
16,"Tehran Mahalati, Iran",541878.0001,3947227,5/4/2023,,49,,,,
16,"Tehran Mahalati, Iran",541878.0001,3947227,5/7/2023,,54,,37,16,26
16,"Tehran Mahalati, Iran",541878.0001,3947227,5/8/2023,,49,,40,12,23
16,"Tehran Mahalati, Iran",541878.0001,3947227,5/9/2023,,65,,36,11,14
16,"Tehran Mahalati, Iran",541878.0001,3947227,5/10/2023,,68,66,30,13,23
16,"Tehran Mahalati, Iran",541878.0001,3947227,5/11/2023,,56,66,36,16,31
16,"Tehran Mahalati, Iran",541878.0001,3947227,5/12/2023,,54,62,35,8,15
16,"Tehran Mahalati, Iran",541878.0001,3947227,5/13/2023,,47,,28,8,13
16,"Tehran Mahalati, Iran",541878.0001,3947227,5/14/2023,,63,,21,7,10
16,"Tehran Mahalati, Iran",541878.0001,3947227,5/15/2023,,98,,21,7,13
16,"Tehran Mahalati, Iran",541878.0001,3947227,5/16/2023,,75,,20,9,16
16,"Tehran Mahalati, Iran",541878.0001,3947227,5/17/2023,,57,,35,10,25
16,"Tehran Mahalati, Iran",541878.0001,3947227,5/18/2023,,54,54,29,13,23
16,"Tehran Mahalati, Iran",541878.0001,3947227,5/19/2023,,60,54,30,8,16
16,"Tehran Mahalati, Iran",541878.0001,3947227,5/20/2023,,55,59,23,9,10
16,"Tehran Mahalati, Iran",541878.0001,3947227,5/21/2023,,65,59,26,9,14
16,"Tehran Mahalati, Iran",541878.0001,3947227,5/22/2023,,52,50,29,11,23
16,"Tehran Mahalati, Iran",541878.0001,3947227,5/23/2023,,58,60,32,7,20
16,"Tehran Mahalati, Iran",541878.0001,3947227,5/24/2023,,63,60,41,14,27
16,"Tehran Mahalati, Iran",541878.0001,3947227,5/25/2023,,60,77,26,7,17
16,"Tehran Mahalati, Iran",541878.0001,3947227,5/26/2023,,70,77,21,7,11
16,"Tehran Mahalati, Iran",541878.0001,3947227,5/27/2023,,53,59,24,7,14
16,"Tehran Mahalati, Iran",541878.0001,3947227,5/28/2023,,67,59,38,12,29
16,"Tehran Mahalati, Iran",541878.0001,3947227,5/29/2023,,76,,,,
16,"Tehran Mahalati, Iran",541878.0001,3947227,6/11/2023,,52,59,31,9,19
16,"Tehran Mahalati, Iran",541878.0001,3947227,6/12/2023,,53,56,42,17,32
16,"Tehran Mahalati, Iran",541878.0001,3947227,6/13/2023,,66,,30,13,18
16,"Tehran Mahalati, Iran",541878.0001,3947227,6/14/2023,,62,52,32,17,33
16,"Tehran Mahalati, Iran",541878.0001,3947227,6/15/2023,,67,60,32,14,37
16,"Tehran Mahalati, Iran",541878.0001,3947227,6/16/2023,,64,60,32,11,21
16,"Tehran Mahalati, Iran",541878.0001,3947227,6/17/2023,,59,61,35,8,18
16,"Tehran Mahalati, Iran",541878.0001,3947227,6/18/2023,,54,61,41,21,49
16,"Tehran Mahalati, Iran",541878.0001,3947227,6/19/2023,,59,62,48,13,43
16,"Tehran Mahalati, Iran",541878.0001,3947227,6/20/2023,,71,73,49,18,55
16,"Tehran Mahalati, Iran",541878.0001,3947227,6/21/2023,,69,75,36,16,32
16,"Tehran Mahalati, Iran",541878.0001,3947227,6/22/2023,,60,75,52,21,49
16,"Tehran Mahalati, Iran",541878.0001,3947227,6/23/2023,,66,68,32,14,30
16,"Tehran Mahalati, Iran",541878.0001,3947227,6/24/2023,,94,,32,11,22
16,"Tehran Mahalati, Iran",541878.0001,3947227,6/25/2023,,114,,30,11,27
16,"Tehran Mahalati, Iran",541878.0001,3947227,6/26/2023,,105,50,32,22,30
16,"Tehran Mahalati, Iran",541878.0001,3947227,6/27/2023,,85,69,48,22,53
16,"Tehran Mahalati, Iran",541878.0001,3947227,6/28/2023,,77,77,53,20,50
16,"Tehran Mahalati, Iran",541878.0001,3947227,6/29/2023,,81,80,49,13,43
16,"Tehran Mahalati, Iran",541878.0001,3947227,6/30/2023,,68,80,40,18,42
16,"Tehran Mahalati, Iran",541878.0001,3947227,2/9/2023,,29,,21,12,11
16,"Tehran Mahalati, Iran",541878.0001,3947227,2/10/2023,,21,,22,21,10
16,"Tehran Mahalati, Iran",541878.0001,3947227,2/11/2023,,27,,23,11,13
16,"Tehran Mahalati, Iran",541878.0001,3947227,2/12/2023,,29,,40,20,23
16,"Tehran Mahalati, Iran",541878.0001,3947227,2/13/2023,,34,,46,30,35
16,"Tehran Mahalati, Iran",541878.0001,3947227,2/14/2023,,90,,36,18,28
16,"Tehran Mahalati, Iran",541878.0001,3947227,2/15/2023,,78,,33,16,27
16,"Tehran Mahalati, Iran",541878.0001,3947227,2/16/2023,,68,,,,
16,"Tehran Mahalati, Iran",541878.0001,3947227,2/20/2023,,57,,39,22,27
16,"Tehran Mahalati, Iran",541878.0001,3947227,2/21/2023,,54,,34,23,20
16,"Tehran Mahalati, Iran",541878.0001,3947227,2/22/2023,,53,,35,26,23
16,"Tehran Mahalati, Iran",541878.0001,3947227,2/23/2023,,58,,35,22,25
16,"Tehran Mahalati, Iran",541878.0001,3947227,2/24/2023,,55,,28,18,21
16,"Tehran Mahalati, Iran",541878.0001,3947227,2/25/2023,,61,,28,13,24
16,"Tehran Mahalati, Iran",541878.0001,3947227,2/26/2023,,69,,36,18,23
16,"Tehran Mahalati, Iran",541878.0001,3947227,2/27/2023,,65,,35,25,22
16,"Tehran Mahalati, Iran",541878.0001,3947227,2/28/2023,,60,,33,25,25
16,"Tehran Mahalati, Iran",541878.0001,3947227,3/1/2023,,61,,37,22,21
16,"Tehran Mahalati, Iran",541878.0001,3947227,3/2/2023,,62,,37,21,29
16,"Tehran Mahalati, Iran",541878.0001,3947227,3/3/2023,,61,,33,24,24
16,"Tehran Mahalati, Iran",541878.0001,3947227,3/4/2023,,58,,30,18,21
16,"Tehran Mahalati, Iran",541878.0001,3947227,3/5/2023,,60,,33,21,33
16,"Tehran Mahalati, Iran",541878.0001,3947227,3/6/2023,,65,,28,14,29
16,"Tehran Mahalati, Iran",541878.0001,3947227,3/7/2023,,58,,28,16,31
16,"Tehran Mahalati, Iran",541878.0001,3947227,3/8/2023,,51,,24,13,21
16,"Tehran Mahalati, Iran",541878.0001,3947227,3/9/2023,,44,,24,19,30
16,"Tehran Mahalati, Iran",541878.0001,3947227,3/10/2023,,45,,29,16,34
16,"Tehran Mahalati, Iran",541878.0001,3947227,3/11/2023,,51,,33,17,24
16,"Tehran Mahalati, Iran",541878.0001,3947227,3/12/2023,,55,,38,17,26
16,"Tehran Mahalati, Iran",541878.0001,3947227,3/13/2023,,56,,28,13,19
16,"Tehran Mahalati, Iran",541878.0001,3947227,3/14/2023,,47,,25,9,18
16,"Tehran Mahalati, Iran",541878.0001,3947227,3/15/2023,,60,,22,7,16
16,"Tehran Mahalati, Iran",541878.0001,3947227,3/16/2023,,37,,30,13,31
16,"Tehran Mahalati, Iran",541878.0001,3947227,3/17/2023,,39,,23,8,14
16,"Tehran Mahalati, Iran",541878.0001,3947227,3/18/2023,,36,,28,16,27
16,"Tehran Mahalati, Iran",541878.0001,3947227,3/19/2023,,51,,25,14,23
16,"Tehran Mahalati, Iran",541878.0001,3947227,3/20/2023,,37,,24,7,15
16,"Tehran Mahalati, Iran",541878.0001,3947227,3/21/2023,,29,,17,5,9
16,"Tehran Mahalati, Iran",541878.0001,3947227,3/22/2023,,22,,20,6,16
16,"Tehran Mahalati, Iran",541878.0001,3947227,3/23/2023,,22,,21,16,11
16,"Tehran Mahalati, Iran",541878.0001,3947227,3/24/2023,,33,58,24,34,14
16,"Tehran Mahalati, Iran",541878.0001,3947227,3/25/2023,,45,58,32,42,17
16,"Tehran Mahalati, Iran",541878.0001,3947227,3/26/2023,,47,,,,
16,"Tehran Mahalati, Iran",541878.0001,3947227,3/28/2023,,27,,24,22,20
16,"Tehran Mahalati, Iran",541878.0001,3947227,3/29/2023,,34,,26,14,28
16,"Tehran Mahalati, Iran",541878.0001,3947227,3/30/2023,,36,,27,11,21
16,"Tehran Mahalati, Iran",541878.0001,3947227,3/31/2023,,33,,16,7,8
16,"Tehran Mahalati, Iran",541878.0001,3947227,1/1/2020,,69,7,55,9,21
16,"Tehran Mahalati, Iran",541878.0001,3947227,1/2/2020,,57,10,54,11,17
16,"Tehran Mahalati, Iran",541878.0001,3947227,1/3/2020,,60,12,51,15,16
16,"Tehran Mahalati, Iran",541878.0001,3947227,1/4/2020,,56,13,44,9,12
16,"Tehran Mahalati, Iran",541878.0001,3947227,1/5/2020,,34,17,39,7,11
16,"Tehran Mahalati, Iran",541878.0001,3947227,1/12/2020,,64,3,56,14,23
16,"Tehran Mahalati, Iran",541878.0001,3947227,1/13/2020,,68,8,58,16,20
16,"Tehran Mahalati, Iran",541878.0001,3947227,1/14/2020,,62,11,43,12,17
16,"Tehran Mahalati, Iran",541878.0001,3947227,1/15/2020,,67,3,45,12,16
16,"Tehran Mahalati, Iran",541878.0001,3947227,10/1/2019,,78,38,,8,22
16,"Tehran Mahalati, Iran",541878.0001,3947227,10/2/2019,,76,35,,10,25
16,"Tehran Mahalati, Iran",541878.0001,3947227,10/3/2019,,73,37,,7,22
16,"Tehran Mahalati, Iran",541878.0001,3947227,10/4/2019,,69,35,52,6,20
16,"Tehran Mahalati, Iran",541878.0001,3947227,10/5/2019,,68,24,48,9,21
16,"Tehran Mahalati, Iran",541878.0001,3947227,10/6/2019,,56,28,53,9,20
16,"Tehran Mahalati, Iran",541878.0001,3947227,10/7/2019,,79,26,,11,28
16,"Tehran Mahalati, Iran",541878.0001,3947227,10/8/2019,,74,27,,10,19
16,"Tehran Mahalati, Iran",541878.0001,3947227,10/9/2019,,69,25,,8,25
16,"Tehran Mahalati, Iran",541878.0001,3947227,10/10/2019,,70,28,,8,18
16,"Tehran Mahalati, Iran",541878.0001,3947227,10/11/2019,,60,28,,9,22
16,"Tehran Mahalati, Iran",541878.0001,3947227,10/12/2019,,66,14,,8,22
16,"Tehran Mahalati, Iran",541878.0001,3947227,10/13/2019,,81,26,,10,17
16,"Tehran Mahalati, Iran",541878.0001,3947227,10/14/2019,,69,30,,9,18
16,"Tehran Mahalati, Iran",541878.0001,3947227,10/15/2019,,65,38,,7,21
16,"Tehran Mahalati, Iran",541878.0001,3947227,10/16/2019,,61,35,,7,18
16,"Tehran Mahalati, Iran",541878.0001,3947227,10/17/2019,,61,35,,9,18
16,"Tehran Mahalati, Iran",541878.0001,3947227,10/18/2019,,60,39,,8,19
16,"Tehran Mahalati, Iran",541878.0001,3947227,10/19/2019,,59,23,,10,19
16,"Tehran Mahalati, Iran",541878.0001,3947227,10/20/2019,,73,27,,7,14
16,"Tehran Mahalati, Iran",541878.0001,3947227,10/21/2019,,54,10,,5,13
16,"Tehran Mahalati, Iran",541878.0001,3947227,10/22/2019,,35,7,,6,18
16,"Tehran Mahalati, Iran",541878.0001,3947227,10/23/2019,,46,15,,6,18
16,"Tehran Mahalati, Iran",541878.0001,3947227,10/24/2019,,55,10,,4,14
16,"Tehran Mahalati, Iran",541878.0001,3947227,10/25/2019,,37,6,,6,19
16,"Tehran Mahalati, Iran",541878.0001,3947227,10/26/2019,,50,17,,5,15
16,"Tehran Mahalati, Iran",541878.0001,3947227,10/27/2019,,52,12,,4,14
16,"Tehran Mahalati, Iran",541878.0001,3947227,10/28/2019,,42,22,,5,14
16,"Tehran Mahalati, Iran",541878.0001,3947227,10/29/2019,,29,18,,7,22
16,"Tehran Mahalati, Iran",541878.0001,3947227,10/30/2019,,55,14,,10,21
16,"Tehran Mahalati, Iran",541878.0001,3947227,10/31/2019,,51,28,,7,13
16,"Tehran Mahalati, Iran",541878.0001,3947227,11/1/2019,,38,22,,6,16
16,"Tehran Mahalati, Iran",541878.0001,3947227,11/2/2019,,54,14,,8,23
16,"Tehran Mahalati, Iran",541878.0001,3947227,11/3/2019,,62,13,,12,22
16,"Tehran Mahalati, Iran",541878.0001,3947227,11/4/2019,,59,15,,10,20
16,"Tehran Mahalati, Iran",541878.0001,3947227,11/5/2019,,71,22,,9,18
16,"Tehran Mahalati, Iran",541878.0001,3947227,11/6/2019,,71,23,,10,20
16,"Tehran Mahalati, Iran",541878.0001,3947227,11/7/2019,,75,26,,10,18
16,"Tehran Mahalati, Iran",541878.0001,3947227,11/8/2019,,73,18,,13,19
16,"Tehran Mahalati, Iran",541878.0001,3947227,11/9/2019,,71,16,,11,20
16,"Tehran Mahalati, Iran",541878.0001,3947227,11/10/2019,,73,15,,12,26
16,"Tehran Mahalati, Iran",541878.0001,3947227,11/11/2019,,84,14,,12,27
16,"Tehran Mahalati, Iran",541878.0001,3947227,11/12/2019,,83,11,,20,28
16,"Tehran Mahalati, Iran",541878.0001,3947227,11/13/2019,,92,15,,18,26
16,"Tehran Mahalati, Iran",541878.0001,3947227,11/14/2019,,107,17,,9,15
16,"Tehran Mahalati, Iran",541878.0001,3947227,11/15/2019,,76,15,,5,11
16,"Tehran Mahalati, Iran",541878.0001,3947227,11/16/2019,,26,,,,
16,"Tehran Mahalati, Iran",541878.0001,3947227,11/25/2019,,62,8,,12,18
16,"Tehran Mahalati, Iran",541878.0001,3947227,11/26/2019,,70,8,,14,19
16,"Tehran Mahalati, Iran",541878.0001,3947227,11/27/2019,,82,5,,16,22
16,"Tehran Mahalati, Iran",541878.0001,3947227,11/28/2019,,105,9,,14,20
16,"Tehran Mahalati, Iran",541878.0001,3947227,11/29/2019,,88,13,,11,22
16,"Tehran Mahalati, Iran",541878.0001,3947227,11/30/2019,,70,5,,17,36
16,"Tehran Mahalati, Iran",541878.0001,3947227,12/1/2019,,66,3,,18,37
16,"Tehran Mahalati, Iran",541878.0001,3947227,12/2/2019,,96,3,,9,11
16,"Tehran Mahalati, Iran",541878.0001,3947227,12/3/2019,,52,9,,7,9
16,"Tehran Mahalati, Iran",541878.0001,3947227,12/4/2019,,44,6,,11,
16,"Tehran Mahalati, Iran",541878.0001,3947227,12/5/2019,,74,8,,8,
16,"Tehran Mahalati, Iran",541878.0001,3947227,12/6/2019,,56,10,,8,
16,"Tehran Mahalati, Iran",541878.0001,3947227,12/7/2019,,47,13,,6,
16,"Tehran Mahalati, Iran",541878.0001,3947227,12/8/2019,,32,19,,7,
16,"Tehran Mahalati, Iran",541878.0001,3947227,12/9/2019,,36,13,52,12,
16,"Tehran Mahalati, Iran",541878.0001,3947227,12/10/2019,,56,7,52,12,25
16,"Tehran Mahalati, Iran",541878.0001,3947227,12/11/2019,,54,11,46,12,19
16,"Tehran Mahalati, Iran",541878.0001,3947227,12/12/2019,,56,9,48,9,17
16,"Tehran Mahalati, Iran",541878.0001,3947227,12/13/2019,,71,8,57,20,22
16,"Tehran Mahalati, Iran",541878.0001,3947227,12/14/2019,,80,9,67,19,30
16,"Tehran Mahalati, Iran",541878.0001,3947227,12/15/2019,,105,7,77,17,28
16,"Tehran Mahalati, Iran",541878.0001,3947227,12/16/2019,,116,16,43,7,12
16,"Tehran Mahalati, Iran",541878.0001,3947227,12/17/2019,,56,8,50,11,22
16,"Tehran Mahalati, Iran",541878.0001,3947227,12/18/2019,,60,8,56,12,24
16,"Tehran Mahalati, Iran",541878.0001,3947227,12/19/2019,,61,7,68,11,26
16,"Tehran Mahalati, Iran",541878.0001,3947227,12/20/2019,,67,8,63,15,28
16,"Tehran Mahalati, Iran",541878.0001,3947227,12/21/2019,,74,10,69,20,29
16,"Tehran Mahalati, Iran",541878.0001,3947227,12/22/2019,,90,8,80,18,33
16,"Tehran Mahalati, Iran",541878.0001,3947227,12/23/2019,,91,9,78,15,32
16,"Tehran Mahalati, Iran",541878.0001,3947227,12/24/2019,,98,8,82,20,33
16,"Tehran Mahalati, Iran",541878.0001,3947227,12/25/2019,,109,10,70,13,28
16,"Tehran Mahalati, Iran",541878.0001,3947227,12/26/2019,,90,9,82,15,32
16,"Tehran Mahalati, Iran",541878.0001,3947227,12/27/2019,,98,19,41,8,13
16,"Tehran Mahalati, Iran",541878.0001,3947227,12/28/2019,,52,7,53,11,23
16,"Tehran Mahalati, Iran",541878.0001,3947227,12/29/2019,,65,,,,
16,"Tehran Mahalati, Iran",541878.0001,3947227,7/1/2019,,93,71,35,7,12
16,"Tehran Mahalati, Iran",541878.0001,3947227,7/2/2019,,97,64,36,10,14
16,"Tehran Mahalati, Iran",541878.0001,3947227,7/3/2019,,97,78,39,6,20
16,"Tehran Mahalati, Iran",541878.0001,3947227,7/4/2019,,78,109,44,9,28
16,"Tehran Mahalati, Iran",541878.0001,3947227,7/5/2019,,79,52,40,8,21
16,"Tehran Mahalati, Iran",541878.0001,3947227,7/6/2019,,86,70,38,9,18
16,"Tehran Mahalati, Iran",541878.0001,3947227,7/7/2019,,76,78,44,8,18
16,"Tehran Mahalati, Iran",541878.0001,3947227,7/8/2019,,84,98,49,10,22
16,"Tehran Mahalati, Iran",541878.0001,3947227,7/9/2019,,87,65,38,10,13
16,"Tehran Mahalati, Iran",541878.0001,3947227,7/10/2019,,88,48,37,8,13
16,"Tehran Mahalati, Iran",541878.0001,3947227,7/11/2019,,76,49,28,8,11
16,"Tehran Mahalati, Iran",541878.0001,3947227,7/12/2019,,64,103,49,7,23
16,"Tehran Mahalati, Iran",541878.0001,3947227,7/13/2019,,75,48,57,9,32
16,"Tehran Mahalati, Iran",541878.0001,3947227,7/14/2019,,76,39,39,8,20
16,"Tehran Mahalati, Iran",541878.0001,3947227,7/15/2019,,84,39,29,6,12
16,"Tehran Mahalati, Iran",541878.0001,3947227,7/16/2019,,67,40,27,6,6
16,"Tehran Mahalati, Iran",541878.0001,3947227,7/17/2019,,59,38,36,7,15
16,"Tehran Mahalati, Iran",541878.0001,3947227,7/18/2019,,59,46,37,7,18
16,"Tehran Mahalati, Iran",541878.0001,3947227,7/19/2019,,70,47,42,8,19
16,"Tehran Mahalati, Iran",541878.0001,3947227,7/20/2019,,60,34,40,8,15
16,"Tehran Mahalati, Iran",541878.0001,3947227,7/21/2019,,70,35,29,6,8
16,"Tehran Mahalati, Iran",541878.0001,3947227,7/22/2019,,58,104,27,7,10
16,"Tehran Mahalati, Iran",541878.0001,3947227,7/23/2019,,54,48,39,8,15
16,"Tehran Mahalati, Iran",541878.0001,3947227,7/24/2019,,62,56,45,8,17
16,"Tehran Mahalati, Iran",541878.0001,3947227,7/25/2019,,61,45,43,11,17
16,"Tehran Mahalati, Iran",541878.0001,3947227,7/26/2019,,63,37,34,14,18
16,"Tehran Mahalati, Iran",541878.0001,3947227,7/27/2019,,67,36,35,7,11
16,"Tehran Mahalati, Iran",541878.0001,3947227,7/28/2019,,56,76,39,5,
16,"Tehran Mahalati, Iran",541878.0001,3947227,7/29/2019,,83,85,46,9,
16,"Tehran Mahalati, Iran",541878.0001,3947227,7/30/2019,,71,118,47,,17
16,"Tehran Mahalati, Iran",541878.0001,3947227,7/31/2019,,64,92,52,,21
16,"Tehran Mahalati, Iran",541878.0001,3947227,8/1/2019,,67,48,38,,15
16,"Tehran Mahalati, Iran",541878.0001,3947227,8/2/2019,,68,41,41,5,17
16,"Tehran Mahalati, Iran",541878.0001,3947227,8/3/2019,,65,88,46,5,21
16,"Tehran Mahalati, Iran",541878.0001,3947227,8/4/2019,,86,128,61,7,30
16,"Tehran Mahalati, Iran",541878.0001,3947227,8/5/2019,,87,71,51,8,23
16,"Tehran Mahalati, Iran",541878.0001,3947227,8/6/2019,,94,56,43,7,22
16,"Tehran Mahalati, Iran",541878.0001,3947227,8/7/2019,,90,33,38,7,22
16,"Tehran Mahalati, Iran",541878.0001,3947227,8/8/2019,,77,34,38,12,22
16,"Tehran Mahalati, Iran",541878.0001,3947227,8/9/2019,,83,3,29,6,13
16,"Tehran Mahalati, Iran",541878.0001,3947227,8/10/2019,,76,,,,
16,"Tehran Mahalati, Iran",541878.0001,3947227,8/24/2019,,52,69,42,6,12
16,"Tehran Mahalati, Iran",541878.0001,3947227,8/25/2019,,60,37,46,8,22
16,"Tehran Mahalati, Iran",541878.0001,3947227,8/26/2019,,56,1,45,10,22
16,"Tehran Mahalati, Iran",541878.0001,3947227,8/27/2019,,66,,39,8,21
16,"Tehran Mahalati, Iran",541878.0001,3947227,8/28/2019,,58,,41,9,22
16,"Tehran Mahalati, Iran",541878.0001,3947227,8/29/2019,,93,,27,5,10
16,"Tehran Mahalati, Iran",541878.0001,3947227,8/30/2019,,63,,29,5,10
16,"Tehran Mahalati, Iran",541878.0001,3947227,8/31/2019,,57,,29,7,14
16,"Tehran Mahalati, Iran",541878.0001,3947227,9/1/2019,,59,36,35,8,21
16,"Tehran Mahalati, Iran",541878.0001,3947227,9/2/2019,,62,59,44,8,26
16,"Tehran Mahalati, Iran",541878.0001,3947227,9/3/2019,,85,14,39,8,12
16,"Tehran Mahalati, Iran",541878.0001,3947227,9/4/2019,,73,13,41,9,21
16,"Tehran Mahalati, Iran",541878.0001,3947227,9/5/2019,,59,29,43,8,7
16,"Tehran Mahalati, Iran",541878.0001,3947227,9/6/2019,,56,33,43,8,10
16,"Tehran Mahalati, Iran",541878.0001,3947227,9/7/2019,,62,45,43,8,
16,"Tehran Mahalati, Iran",541878.0001,3947227,9/8/2019,,87,40,31,6,
16,"Tehran Mahalati, Iran",541878.0001,3947227,9/9/2019,,82,33,27,5,
16,"Tehran Mahalati, Iran",541878.0001,3947227,9/10/2019,,54,29,32,7,
16,"Tehran Mahalati, Iran",541878.0001,3947227,9/11/2019,,54,30,35,9,
16,"Tehran Mahalati, Iran",541878.0001,3947227,9/12/2019,,61,37,31,7,
16,"Tehran Mahalati, Iran",541878.0001,3947227,9/13/2019,,59,32,38,9,
16,"Tehran Mahalati, Iran",541878.0001,3947227,9/14/2019,,68,35,38,6,34
16,"Tehran Mahalati, Iran",541878.0001,3947227,9/15/2019,,62,32,,6,18
16,"Tehran Mahalati, Iran",541878.0001,3947227,9/16/2019,,66,29,,11,29
16,"Tehran Mahalati, Iran",541878.0001,3947227,9/17/2019,,64,33,,10,28
16,"Tehran Mahalati, Iran",541878.0001,3947227,9/18/2019,,68,37,,10,31
16,"Tehran Mahalati, Iran",541878.0001,3947227,9/19/2019,,76,42,,9,30
16,"Tehran Mahalati, Iran",541878.0001,3947227,9/20/2019,,83,27,,9,30
16,"Tehran Mahalati, Iran",541878.0001,3947227,9/21/2019,,92,23,,8,27
16,"Tehran Mahalati, Iran",541878.0001,3947227,9/22/2019,,128,25,,11,29
16,"Tehran Mahalati, Iran",541878.0001,3947227,9/23/2019,,166,30,,6,24
